texto,likes,video
faltaron algunos goles pero buen resumen,0,¡TODOS los GOLES del Mundial de Clubes FIFA 2025 e
"Gracias Al Hilal por regalarnos tremendo partidazo, la FIFA ya no te quiere, igual.",9,Manchester City vs Al Hilal (3-4) | Resumen | High
Congratz al hilal and simone inzaghi ❤❤❤,31,Manchester City vs Al Hilal (3-4) | Resumen | High
"Hasta viendo el resumen, es un partidazo. Fútbol. Bono, top. Árbitro y VAR cuestionables.",33,Manchester City vs Al Hilal (3-4) | Resumen | High
"El fútbol no se juega con solo buenos jugadores y bien pagados, se gana con el corazón, el carácter, el deseó firme ... Cualquier adjetivo que se use para describir un luchador.",15,Manchester City vs Al Hilal (3-4) | Resumen | High
"أنا لازلت عالق هنا 🙌🏻

يا كبير يا الهلال يا فخر آسيا ويا فخر المملكة 🇸🇦",7,Manchester City vs Al Hilal (3-4) | Resumen | High
Le dieron un bono al  manchester para que vuelva a casa 😂😂😂😂😂,117,Manchester City vs Al Hilal (3-4) | Resumen | High
"Al hilal,jugo muy bien,logró tener buen juego y los jóvenes brasileños fueron brutales en juego",13,Manchester City vs Al Hilal (3-4) | Resumen | High
Me da tanta risa escuchar a los argentinos decir que Martinez está en el top 5 de mejores porteros del mundo 😂😂😂. Según su lógica Bono debería estar en el top 3 entonces.,56,Manchester City vs Al Hilal (3-4) | Resumen | High
"فرحت من جميع جوارحي للانتصار للفريق العربي الشقيق.
أخوكم في الله من المغرب",131,Manchester City vs Al Hilal (3-4) | Resumen | High
"Congratulations Al Hilal👏👏 now we gonna face each other, with all respect from 🇧🇷",194,Manchester City vs Al Hilal (3-4) | Resumen | High
"Al Hilal is a very good team, good players, good manager, glad to see a surprise like this one at the tournament.",31,Manchester City vs Al Hilal (3-4) | Resumen | High
Que tremendo Comeback!! Que lindo q viva el Futbol!! Grande Al Hilal!! David tumbo a Goliath! 🏆🥳,22,Manchester City vs Al Hilal (3-4) | Resumen | High
"تحيه للهلال ولكل الشعب السعودي 
مبروك",35,Manchester City vs Al Hilal (3-4) | Resumen | High
"Cuando uno ve estos partidos exclama sin dudas alguna., Que viva el fútbol!",20,Manchester City vs Al Hilal (3-4) | Resumen | High
"Triunfo merecido,tremendo equipazo de Al Hilal❤😊",33,Manchester City vs Al Hilal (3-4) | Resumen | High
suddenly it dont seem so strange that madrid got a draw vs al hilal. respect to them. al hilal actually play some good ball. congrats on the win.,193,Manchester City vs Al Hilal (3-4) | Resumen | High
"Te quiero muchísimo al-hilal, gracias por salvar el fútbol ❤❤",54,Manchester City vs Al Hilal (3-4) | Resumen | High
Hermosa victoria demostraron su nivel,9,Manchester City vs Al Hilal (3-4) | Resumen | High
No me canso de ver esté partido,9,Manchester City vs Al Hilal (3-4) | Resumen | High
"الواحد مش مصدق اقسم بالله 🤣🤣 ملحمة كروية عظيمة من نادي الهلال الزعيم السعودي اللي شرف العرب كلهم 

تفوز ع السيتي وجوارديولا 3/4 وتصعد ربع نهائي كاس عالم بعد 120 دقيقه ،، لو قبل البطولة قولت لحد انا بتوقع كده كان يتهمك بالجنون 😲😳

براڤوو براڤوو براڤوو 💙💙👏👏🔥🔥",37,Manchester City vs Al Hilal (3-4) | Resumen | High
Digno de final para este gran torneo...que ah sido hasta el momento muy muy bueno...,9,Manchester City vs Al Hilal (3-4) | Resumen | High
Ese Bono es un gran portero!,4,Manchester City vs Al Hilal (3-4) | Resumen | High
9:27 celebración épica del aficionado,5,Manchester City vs Al Hilal (3-4) | Resumen | High
Para ganar un poderoso City necesitas un lider y gran portero como Bono 🎉🎉,39,Manchester City vs Al Hilal (3-4) | Resumen | High
"muchos criticaban al Madrid cuando empato 1-1  por fallar el penalti Valverde , pero es que el Al-Hilal juegan muy bien al futbol y ahora se dan cuenta el por que solo el Madrid empato solo 1-1",40,Manchester City vs Al Hilal (3-4) | Resumen | High
ألف ألف ألف مبروووك للهلال السعودي زعيم قارة آسيا في بطولة كأس العالم للأندية 😂😂😂😂😂😂,19,Manchester City vs Al Hilal (3-4) | Resumen | High
European who once laughed at ronaldo 😂 now crying 😂😭😭 and realising that he was right.  Because real Madrid and man city both are top teams of Europe.,31,Manchester City vs Al Hilal (3-4) | Resumen | High
"Buen equipo, ordenado en defensa, contragolpe letal, y Bono un arquero descomunal. 👍🙏🤓😍🇨🇴",89,Manchester City vs Al Hilal (3-4) | Resumen | High
"Esta equipa é a que faz sempre o dobro do que a equipa do CR7 na liga. O Al-Hilal é mais completo do que qualquer outra equipa daquela liga, e não é à toa que tem mais títulos.",126,Manchester City vs Al Hilal (3-4) | Resumen | High
Nmms se la voló la FIFA con ese torneo que chingón está,50,Manchester City vs Al Hilal (3-4) | Resumen | High
yo lo dije desde que empato contra el madrid digo cuidao que estos juegan bien y yo lo sabia q no iba a ser facil ganarle al al hilal,105,Manchester City vs Al Hilal (3-4) | Resumen | High
Mi segundo equipo favorito es el Al Hilal despues del Real Madrid ahora se que no me fallan ambos ❤,36,Manchester City vs Al Hilal (3-4) | Resumen | High
😮quel super gardien 😮,25,Manchester City vs Al Hilal (3-4) | Resumen | High
"Dicen que al hilal sus jugadores son extranjeros y se olvidas de que el man city solo ha participado un inglés y al hilal 8 de Arabia . 
La misma historia de marruecos en 2022 para tapar sus fracasos 😂",76,Manchester City vs Al Hilal (3-4) | Resumen | High
Yassine bono😮😮,26,Manchester City vs Al Hilal (3-4) | Resumen | High
"Best GK in the world is Boono Yasin 
Respect to Blue power congratulations Boys 💙💙✊🫡",13,Manchester City vs Al Hilal (3-4) | Resumen | High
"Muchos dicen que lo perdió city, yo pienso que lo ganó el equipo de Arabia, con corazón y pulmones increíbles, dieron su mejor partido no de la temporada de su vida ...",144,Manchester City vs Al Hilal (3-4) | Resumen | High
Que partidazo!! Que juegaazo!!! El mejor del 2025,2,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono fue la figura del partido!! PEp debe tomarse unas vacaciones ya,17,Manchester City vs Al Hilal (3-4) | Resumen | High
What a game between these two arabian's clubs 🗿,135,Manchester City vs Al Hilal (3-4) | Resumen | High
Partidazo. Bono está a otro nivel.,4,Manchester City vs Al Hilal (3-4) | Resumen | High
Lo de Bono es una locura!!!,3,Manchester City vs Al Hilal (3-4) | Resumen | High
Se lo merece saudi 🤘🤘🤘💯🇵🇦🙏🫂,39,Manchester City vs Al Hilal (3-4) | Resumen | High
Pep Guardiola ahora busca ser tecnico de un equipo de Arabia !!! 😂,14,Manchester City vs Al Hilal (3-4) | Resumen | High
"Simplemente hermoso el partido, estos partidos son los que te hacen amar este deporte y te dan fé al momento de alentar tu club, Al hilad acabo con uno de los maximos candidatos a ganar el torneo siendo menos.",46,Manchester City vs Al Hilal (3-4) | Resumen | High
আল হিলাল ❤❤,16,Manchester City vs Al Hilal (3-4) | Resumen | High
برهن الهلال على انه من اقوى الفرق العالمية يستحق استمتعنا بكرة قدم التيكي تاكا تحياتي لأشقائنا في المملكة السعودية 🇸🇦 اخوكم من المملكة المغربية 🇲🇦,97,Manchester City vs Al Hilal (3-4) | Resumen | High
El mejor partido de todo el mundial de clubes sin duda,7,Manchester City vs Al Hilal (3-4) | Resumen | High
Al hilal made man city so powerless and that shows that Arabian league is top notch,20,Manchester City vs Al Hilal (3-4) | Resumen | High
"Gran triunfo del equipo árabe, la actuación de su portero fue clave, salvo dos goles hechos.",10,Manchester City vs Al Hilal (3-4) | Resumen | High
El pase para el segundo gol del al hilal es una obra de arte,6,Manchester City vs Al Hilal (3-4) | Resumen | High
09:26 tremenda celebración del fanatico,4,Manchester City vs Al Hilal (3-4) | Resumen | High
Grande bono esta entre los mejores 5 arqueros actuales del mundo. Ultra infravalorado.,3,Manchester City vs Al Hilal (3-4) | Resumen | High
El mejor partido del mundial hasta ahora,1,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono ❤ has echo buen partido,54,Manchester City vs Al Hilal (3-4) | Resumen | High
Una carta de amor al futbol,2,Manchester City vs Al Hilal (3-4) | Resumen | High
"Que aburrido es el fútbol hoy en día ,pero este se lleva el 1er lugar",7,Manchester City vs Al Hilal (3-4) | Resumen | High
Que buen portero ❤,2,Manchester City vs Al Hilal (3-4) | Resumen | High
نفتخر فيكم يا مشرف الوطن والكرة السعودية  في المحافل العالمية,4,Manchester City vs Al Hilal (3-4) | Resumen | High
Tenía toda la razón como siempre el Dios del fútbol CR7 ❤❤,3,Manchester City vs Al Hilal (3-4) | Resumen | High
"CR7 nunca mintió, la liga arabe tiene su nivel",4,Manchester City vs Al Hilal (3-4) | Resumen | High
"Ahora qué, parece que no son tan malos después de todo",6,Manchester City vs Al Hilal (3-4) | Resumen | High
Este mundial promete superar al mundial de selecciones ...,2,Manchester City vs Al Hilal (3-4) | Resumen | High
AMAZING AL HILAL WIN AGAINTS MANCHESTER CITY WOW SUBHANALLAH ALLAGU AKBAR🇮🇩😍✌️💞🕋,22,Manchester City vs Al Hilal (3-4) | Resumen | High
"Hoy el  Al  Hilal   dio una  demostración  de un fútbol  espectacular  derrotando a un manchester  City  que juego un fútbol  ya caducado   por pep guardiola .
Tienen pinta de campeones",12,Manchester City vs Al Hilal (3-4) | Resumen | High
"En el primer tiempo se confio demasiado el city y fallo las que tenia ""faciles"" en el segundo tiempo al hilal sslio con la confianza hasta oas nubes viendo que podia dar pelea.",6,Manchester City vs Al Hilal (3-4) | Resumen | High
Dejaron un gran mundialito de Clubes,1,Manchester City vs Al Hilal (3-4) | Resumen | High
مبروك لنادي الهلال من مشجع نصراوي يستاهلون ممثل العرب والمملكة وآسيا,41,Manchester City vs Al Hilal (3-4) | Resumen | High
"GIGANTE, TITÁNICO EL AL HILAL JAJA",2,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono es un seguro de vida en todos los partidos.gano bono al city es la inmensa verdad.grande bobo grande al hilal,15,Manchester City vs Al Hilal (3-4) | Resumen | High
I LOVE YOU AL-HILAL 💙💙💙,2,Manchester City vs Al Hilal (3-4) | Resumen | High
Que partidazo,2,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono el mejor portero del mundo,4,Manchester City vs Al Hilal (3-4) | Resumen | High
Al Hilal💪💪🔥💙💙💙💙💙,5,Manchester City vs Al Hilal (3-4) | Resumen | High
عز يالهلال 💙💙,2,Manchester City vs Al Hilal (3-4) | Resumen | High
"Este equipo es bueno, recuerden que hace años atrás, elimino al  at Mineiro e impidió que Ronaldinho llegará a la final del torneo de clubes!",6,Manchester City vs Al Hilal (3-4) | Resumen | High
"Lo único que no me gusta del resumen es que no dejan la celebración completa cuando meten gol , la cortan y ponen la repetición del gol es una lástima 😢",2,Manchester City vs Al Hilal (3-4) | Resumen | High
هل تأكدتم اليوم يا أوروبيين من صحة كلام رونالدو بقوة المُنافسة بالدوري السعودي ؟؟؟ لقد تعلمتم ذلك في الملعب وعلى طريقتكم بفوز من كنتم تعتقدون بأنه أضعف منكم انتصر عليكم 👍,96,Manchester City vs Al Hilal (3-4) | Resumen | High
inzagi good coach i love him,5,Manchester City vs Al Hilal (3-4) | Resumen | High
"“Go to bed early and stop making excuses, my little one. The quality of Saudi teams gives you lessons — just like we did with the world champion, Argentina, who only lost in the World Cup to the Saudi national team. Too many excuses lead to failure. 🇸🇦💙”",17,Manchester City vs Al Hilal (3-4) | Resumen | High
"this match gave us so many moments. That World class save from Bono, the fans celebration after leonardo's winner and the upset by Al-Hilal.",0,Manchester City vs Al Hilal (3-4) | Resumen | High
😂😂😂😂😂 🎉 que buena notícia para iniciar el dia.,5,Manchester City vs Al Hilal (3-4) | Resumen | High
"This video was amazing, learned a lot.",1,Manchester City vs Al Hilal (3-4) | Resumen | High
Al Hilal....Tiene Mucha Suerte de Tener un portero Top #1 !!!Bono  Mano De Oro!!!🎉🎉🎉🎉,3,Manchester City vs Al Hilal (3-4) | Resumen | High
el partido del año... totalmente!!! que brutal partidazooooo!!,0,Manchester City vs Al Hilal (3-4) | Resumen | High
"Al Hilal esta infravalorado casi nadie los conoce y haciendo unos partidazos a equipos top de Europa, Al Hilal deberia juegar en una liga Europea tienen nivel para el mejor futbol del mundo.",12,Manchester City vs Al Hilal (3-4) | Resumen | High
Great video! Really enjoyed it.,1,Manchester City vs Al Hilal (3-4) | Resumen | High
El portero del Manchester City es una madre.,23,Manchester City vs Al Hilal (3-4) | Resumen | High
Wooow el futbol es un arte inesperado,1,Manchester City vs Al Hilal (3-4) | Resumen | High
"Los equipos en otras ligas esta creciendo Brasil, México, rabia la única que retrocede es la Argentina pero bravo por estos equipos que están echando a los grandes de Europa",42,Manchester City vs Al Hilal (3-4) | Resumen | High
"Bono el ""bono de hierro"" no falló, paró el 99% de los misiles, el fútbol es hermosisimo",1,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono es el mejor 🎉🎉❤🇲🇦,3,Manchester City vs Al Hilal (3-4) | Resumen | High
2:07 la atajada del siglo,1,Manchester City vs Al Hilal (3-4) | Resumen | High
Al Hilal is the king and leader of Asia 🤍💙,3,Manchester City vs Al Hilal (3-4) | Resumen | High
4to gol y la mejor celebración de un aficionado,0,Manchester City vs Al Hilal (3-4) | Resumen | High
Partidazo!!!!,1,Manchester City vs Al Hilal (3-4) | Resumen | High
La celebración del aficionado del Al Hilal en el último gol 🤣🤣🤣🤣🤣🤣,28,Manchester City vs Al Hilal (3-4) | Resumen | High
Bendito mundial de clubes 🐣✨,0,Manchester City vs Al Hilal (3-4) | Resumen | High
La liga de Arabia es más difícil que la de Menssi,4,Manchester City vs Al Hilal (3-4) | Resumen | High
que partidazo 🥂 grande bono,1,Manchester City vs Al Hilal (3-4) | Resumen | High
3:41 que simbolo que queda ahi en ese giro cuando desaparece el zocalo del marcador. . . Símbolo polémico para poner. Pero bueno detalles. .,3,Manchester City vs Al Hilal (3-4) | Resumen | High
Que buenos relatores!,0,Manchester City vs Al Hilal (3-4) | Resumen | High
Bonu superhero 💪🫡,15,Manchester City vs Al Hilal (3-4) | Resumen | High
"Loved the content, keep it coming!",0,Manchester City vs Al Hilal (3-4) | Resumen | High
No doubts why Ronaldo prefers Saudi league over MLS,4,Manchester City vs Al Hilal (3-4) | Resumen | High
"Un arquero sin ganas de tapar,indeciso y entregado",0,Manchester City vs Al Hilal (3-4) | Resumen | High
hoy gano el futbol y perdio el marketing de messi,4,Manchester City vs Al Hilal (3-4) | Resumen | High
"Gracias x el resumen, el portero del City todo los rebotes los dejo en el área chica. Saludos desde Costa Rica ❤",0,Manchester City vs Al Hilal (3-4) | Resumen | High
BONO HA DEMOSTRADO SER DE LOS MEJORES ARQUEROS DEL MUNDO Y LO DEMOSTRO EN EL MUNDIAL PASADO TAMBIÉN,8,Manchester City vs Al Hilal (3-4) | Resumen | High
"Going like this,Al Hilal is going to win this World Club Cup!When we are connected to CR7,any impossible can be possible just and only by Thinking about Him!",4,Manchester City vs Al Hilal (3-4) | Resumen | High
no soporto el grito de gol del comentaristaa madre mia,0,Manchester City vs Al Hilal (3-4) | Resumen | High
La liga árabe presente aún en el mundial después de todo no son malos,23,Manchester City vs Al Hilal (3-4) | Resumen | High
"Vine por Nacho ""el máster"" González, no decepciona nunca",0,Manchester City vs Al Hilal (3-4) | Resumen | High
bono el mejor,7,Manchester City vs Al Hilal (3-4) | Resumen | High
ياعيييوني يامشرف الوطن💙💙💙💙💙💙,1,Manchester City vs Al Hilal (3-4) | Resumen | High
Vaya partidito de Ederson 🤦🏻,3,Manchester City vs Al Hilal (3-4) | Resumen | High
Bono portero infravalorado ☝🏻🗿,1,Manchester City vs Al Hilal (3-4) | Resumen | High
هل تعلم ب ان الهلال في اضعف مواسمه حيث لم يحقق اي لقب محلي بالاضافه الى غياب  المهاجمين الاساسيين بسبب الاصابه,4,Manchester City vs Al Hilal (3-4) | Resumen | High
